TranslationKey,DomainKey,DisplayOrder,DisplayTitleZh,DisplayTitleEn,LegacyZhFile,CleanZhFile,LegacyEnFile,CleanEnFile,ChineseURL,EnglishURL
bianque-mirror-027,bianque-mirror,27,27 一個人同時有三層音：稟受、由行與差移,"27 One Person Has Three Layers of Tone: Endowment, Current Movement, and Shift",src/content/docs/Mirror_Classic _of_Bian_Que/27-一個人同時有三層音-稟受由行與差移.md,src/content/docs/Mirror_Classic _of_Bian_Que/一個人同時有三層音-稟受由行與差移.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/27-一個人同時有三層音-稟受由行與差移_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/一個人同時有三層音-稟受由行與差移_英文.md,/mirror_classic-_of_bian_que/27-一個人同時有三層音-稟受由行與差移/,/en/mirror_classic-_of_bian_que/27-一個人同時有三層音-稟受由行與差移/
bianque-mirror-028,bianque-mirror,28,28 八舍真正記錄的是什麼？十二經如何跨手足配對,28 What Does the Eight-She Table Really Record? How the Twelve Channels Pair Across Hand and Foot,src/content/docs/Mirror_Classic _of_Bian_Que/28-八舍真正記錄的是什麼-十二經如何跨手足配對.md,src/content/docs/Mirror_Classic _of_Bian_Que/八舍真正記錄的是什麼-十二經如何跨手足配對.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/28-八舍真正記錄的是什麼-十二經如何跨手足配對_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/八舍真正記錄的是什麼-十二經如何跨手足配對_英文.md,/mirror_classic-_of_bian_que/28-八舍真正記錄的是什麼-十二經如何跨手足配對/,/en/mirror_classic-_of_bian_que/28-八舍真正記錄的是什麼-十二經如何跨手足配對/
bianque-mirror-029,bianque-mirror,29,29 七十二舍與七十三舍：位置與運動只差一個數字,29 Seventy-Two She and Seventy-Three She: State and Movement Differ by One Number,src/content/docs/Mirror_Classic _of_Bian_Que/29-七十二舍與七十三舍-位置與運動只差一個數字.md,src/content/docs/Mirror_Classic _of_Bian_Que/七十二舍與七十三舍-位置與運動只差一個數字.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/29-七十二舍與七十三舍-位置與運動只差一個數字_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/七十二舍與七十三舍-位置與運動只差一個數字_英文.md,/mirror_classic-_of_bian_que/29-七十二舍與七十三舍-位置與運動只差一個數字/,/en/mirror_classic-_of_bian_que/29-七十二舍與七十三舍-位置與運動只差一個數字/
bianque-mirror-030,bianque-mirror,30,30 從「謙歸黃鐘」看完整氣化鏈：三焦、募原與沖任督蹺,"30 A Complete Qi-Transformation Chain through Qian-Gui-Huangzhong: Sanjiao, Moyuan, Chong, Ren, Du, and Qiao",src/content/docs/Mirror_Classic _of_Bian_Que/30-從謙歸黃鐘看完整氣化鏈-三焦募原與沖任督蹺.md,src/content/docs/Mirror_Classic _of_Bian_Que/從謙歸黃鐘看完整氣化鏈-三焦募原與沖任督蹺.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/30-從謙歸黃鐘看完整氣化鏈-三焦募原與沖任督蹺_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/從謙歸黃鐘看完整氣化鏈-三焦募原與沖任督蹺_英文.md,/mirror_classic-_of_bian_que/30-從謙歸黃鐘看完整氣化鏈-三焦募原與沖任督蹺/,/en/mirror_classic-_of_bian_que/30-從謙歸黃鐘看完整氣化鏈-三焦募原與沖任督蹺/
bianque-mirror-031,bianque-mirror,31,31 什麼叫「通天」？人不是封閉系統,31 What Does “Connecting with Heaven” Mean? The Human Being Is Not a Closed System,src/content/docs/Mirror_Classic _of_Bian_Que/31-什麼叫通天-人不是封閉系統.md,src/content/docs/Mirror_Classic _of_Bian_Que/什麼叫通天-人不是封閉系統.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/31-什麼叫通天-人不是封閉系統_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/什麼叫通天-人不是封閉系統_英文.md,/mirror_classic-_of_bian_que/31-什麼叫通天-人不是封閉系統/,/en/mirror_classic-_of_bian_que/31-什麼叫通天-人不是封閉系統/
bianque-mirror-032,bianque-mirror,32,32 天有六氣、地有六味、人有情志：三種輸入如何進入同一系統,"32 Heaven Has Six Qi, Earth Has Six Tastes, Humans Have Emotions: How Three Inputs Enter One System",src/content/docs/Mirror_Classic _of_Bian_Que/32-天有六氣地有六味人有情志-三種輸入如何進入同一系統.md,src/content/docs/Mirror_Classic _of_Bian_Que/天有六氣地有六味人有情志-三種輸入如何進入同一系統.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/32-天有六氣地有六味人有情志-三種輸入如何進入同一系統_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/天有六氣地有六味人有情志-三種輸入如何進入同一系統_英文.md,/mirror_classic-_of_bian_que/32-天有六氣地有六味人有情志-三種輸入如何進入同一系統/,/en/mirror_classic-_of_bian_que/32-天有六氣地有六味人有情志-三種輸入如何進入同一系統/
bianque-mirror-033,bianque-mirror,33,33 專、勝、兼、並、通、和：跨自然與人體的六態模型,"33 Zhuan, Sheng, Jian, Bing, Tong, He: A Six-State Model Across Nature and the Human Body",src/content/docs/Mirror_Classic _of_Bian_Que/33-專勝兼並通和-跨自然與人體的六態模型.md,src/content/docs/Mirror_Classic _of_Bian_Que/專勝兼並通和-跨自然與人體的六態模型.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/33-專勝兼並通和-跨自然與人體的六態模型_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/專勝兼並通和-跨自然與人體的六態模型_英文.md,/mirror_classic-_of_bian_que/33-專勝兼並通和-跨自然與人體的六態模型/,/en/mirror_classic-_of_bian_que/33-專勝兼並通和-跨自然與人體的六態模型/
bianque-mirror-034,bianque-mirror,34,34 兩種味相遇會發生什麼？十五種味化組合,34 What Happens When Two Tastes Meet? Fifteen Pairwise Taste Transformations,src/content/docs/Mirror_Classic _of_Bian_Que/34-兩種味相遇會發生什麼-十五種味化組合.md,src/content/docs/Mirror_Classic _of_Bian_Que/兩種味相遇會發生什麼-十五種味化組合.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/34-兩種味相遇會發生什麼-十五種味化組合_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/兩種味相遇會發生什麼-十五種味化組合_英文.md,/mirror_classic-_of_bian_que/34-兩種味相遇會發生什麼-十五種味化組合/,/en/mirror_classic-_of_bian_que/34-兩種味相遇會發生什麼-十五種味化組合/
bianque-mirror-035,bianque-mirror,35,35 情緒也有「合成效應」：十五種五志之化,35 Emotions Also Have “Composite Effects”: Fifteen Transformations of the Five Intentions,src/content/docs/Mirror_Classic _of_Bian_Que/35-情緒也有合成效應-十五種五志之化.md,src/content/docs/Mirror_Classic _of_Bian_Que/情緒也有合成效應-十五種五志之化.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/35-情緒也有合成效應-十五種五志之化_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/情緒也有合成效應-十五種五志之化_英文.md,/mirror_classic-_of_bian_que/35-情緒也有合成效應-十五種五志之化/,/en/mirror_classic-_of_bian_que/35-情緒也有合成效應-十五種五志之化/
bianque-mirror-036,bianque-mirror,36,36 「精食氣，形食味」：形、氣、精如何互相轉換？,"36 “Essence Feeds on Qi, Form Feeds on Taste”: How Form, Qi, and Essence Transform into One Another",src/content/docs/Mirror_Classic _of_Bian_Que/36-精食氣形食味-形氣精如何互相轉換.md,src/content/docs/Mirror_Classic _of_Bian_Que/精食氣形食味-形氣精如何互相轉換.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/36-精食氣形食味-形氣精如何互相轉換_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/精食氣形食味-形氣精如何互相轉換_英文.md,/mirror_classic-_of_bian_que/36-精食氣形食味-形氣精如何互相轉換/,/en/mirror_classic-_of_bian_que/36-精食氣形食味-形氣精如何互相轉換/
bianque-mirror-037,bianque-mirror,37,37 風、雷、谷、雨、川、海、天、真：九氣如何落到臟腑？,"37 Wind, Thunder, Grain, Rain, River, Sea, Heaven, True Qi: How the Nine Qi Enter Zang-Fu Networks",src/content/docs/Mirror_Classic _of_Bian_Que/37-風雷谷雨川海天真-九氣如何落到臟腑.md,src/content/docs/Mirror_Classic _of_Bian_Que/風雷谷雨川海天真-九氣如何落到臟腑.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/37-風雷谷雨川海天真-九氣如何落到臟腑_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/風雷谷雨川海天真-九氣如何落到臟腑_英文.md,/mirror_classic-_of_bian_que/37-風雷谷雨川海天真-九氣如何落到臟腑/,/en/mirror_classic-_of_bian_que/37-風雷谷雨川海天真-九氣如何落到臟腑/
bianque-mirror-038,bianque-mirror,38,38 人體有多少個「海」？《鏡經》的全身交換網路,38 How Many “Seas” Does the Human Body Have? The Mirror Classic’s Whole-Body Exchange Network,src/content/docs/Mirror_Classic _of_Bian_Que/38-人體有多少個海-鏡經的全身交換網路.md,src/content/docs/Mirror_Classic _of_Bian_Que/人體有多少個海-鏡經的全身交換網路.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/38-人體有多少個海-鏡經的全身交換網路_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/人體有多少個海-鏡經的全身交換網路_英文.md,/mirror_classic-_of_bian_que/38-人體有多少個海-鏡經的全身交換網路/,/en/mirror_classic-_of_bian_que/38-人體有多少個海-鏡經的全身交換網路/
bianque-mirror-039,bianque-mirror,39,39 寸關尺其實不只三格：什麼是二十七候？,"39 Cun, Guan, and Chi Are Not Just Three Boxes: What Are the Twenty-Seven Hou?",src/content/docs/Mirror_Classic _of_Bian_Que/39-寸關尺其實不只三格-什麼是二十七候.md,src/content/docs/Mirror_Classic _of_Bian_Que/寸關尺其實不只三格-什麼是二十七候.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/39-寸關尺其實不只三格-什麼是二十七候_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/寸關尺其實不只三格-什麼是二十七候_英文.md,/mirror_classic-_of_bian_que/39-寸關尺其實不只三格-什麼是二十七候/,/en/mirror_classic-_of_bian_que/39-寸關尺其實不只三格-什麼是二十七候/
bianque-mirror-040,bianque-mirror,40,40 周差進斷、毅悅昆斂致……二十七個名字到底在標什麼？,"40 Zhou, Cha, Jin, Duan; Yi, Yue, Kun, Lian, Zhi… What Do the Twenty-Seven Names Mark?",src/content/docs/Mirror_Classic _of_Bian_Que/40-周差進斷毅悅昆斂致-二十七個名字到底在標什麼.md,src/content/docs/Mirror_Classic _of_Bian_Que/周差進斷毅悅昆斂致-二十七個名字到底在標什麼.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/40-周差進斷毅悅昆斂致-二十七個名字到底在標什麼_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/周差進斷毅悅昆斂致-二十七個名字到底在標什麼_英文.md,/mirror_classic-_of_bian_que/40-周差進斷毅悅昆斂致-二十七個名字到底在標什麼/,/en/mirror_classic-_of_bian_que/40-周差進斷毅悅昆斂致-二十七個名字到底在標什麼/
bianque-mirror-041,bianque-mirror,41,41 怎樣讀懂一句「謙歸周，質安黃鐘」？,"41 How Do We Read “Qian-Gui-Zhou, Zhi-An-Huangzhong”? Decoding a Complete Mirror Classic State Code",src/content/docs/Mirror_Classic _of_Bian_Que/41-怎樣讀懂一句謙歸周質安黃鐘.md,src/content/docs/Mirror_Classic _of_Bian_Que/怎樣讀懂一句謙歸周質安黃鐘.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/41-怎樣讀懂一句謙歸周質安黃鐘_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/怎樣讀懂一句謙歸周質安黃鐘_英文.md,/mirror_classic-_of_bian_que/41-怎樣讀懂一句謙歸周質安黃鐘/,/en/mirror_classic-_of_bian_que/41-怎樣讀懂一句謙歸周質安黃鐘/
bianque-mirror-042,bianque-mirror,42,42 一舍三候、一候八舍：候和舍不是同一件事,"42 One She Contains Three Hou, One Hou Relates to Eight She: Hou and She Are Not the Same Layer",src/content/docs/Mirror_Classic _of_Bian_Que/42-一舍三候一候八舍-候和舍不是同一件事.md,src/content/docs/Mirror_Classic _of_Bian_Que/一舍三候一候八舍-候和舍不是同一件事.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/42-一舍三候一候八舍-候和舍不是同一件事_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/一舍三候一候八舍-候和舍不是同一件事_英文.md,/mirror_classic-_of_bian_que/42-一舍三候一候八舍-候和舍不是同一件事/,/en/mirror_classic-_of_bian_que/42-一舍三候一候八舍-候和舍不是同一件事/
bianque-mirror-043,bianque-mirror,43,43 五十營怎樣穿過二十七候？從單點脈診變成時間序列,43 How Do the Fifty Circulations Pass Through the Twenty-Seven Hou? From Single Pulse Point to Time Series,src/content/docs/Mirror_Classic _of_Bian_Que/43-五十營怎樣穿過二十七候-從單點脈診變成時間序列.md,src/content/docs/Mirror_Classic _of_Bian_Que/五十營怎樣穿過二十七候-從單點脈診變成時間序列.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/43-五十營怎樣穿過二十七候-從單點脈診變成時間序列_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/五十營怎樣穿過二十七候-從單點脈診變成時間序列_英文.md,/mirror_classic-_of_bian_que/43-五十營怎樣穿過二十七候-從單點脈診變成時間序列/,/en/mirror_classic-_of_bian_que/43-五十營怎樣穿過二十七候-從單點脈診變成時間序列/
bianque-mirror-044,bianque-mirror,44,44 什麼是「奇恒」？異常必須從正常模型中定義,44 What Is Qiheng? Abnormality Must Be Defined from a Model of Normality,src/content/docs/Mirror_Classic _of_Bian_Que/44-什麼是奇恒-異常必須從正常模型中定義.md,src/content/docs/Mirror_Classic _of_Bian_Que/什麼是奇恒-異常必須從正常模型中定義.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/44-什麼是奇恒-異常必須從正常模型中定義_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/什麼是奇恒-異常必須從正常模型中定義_英文.md,/mirror_classic-_of_bian_que/44-什麼是奇恒-異常必須從正常模型中定義/,/en/mirror_classic-_of_bian_que/44-什麼是奇恒-異常必須從正常模型中定義/
bianque-mirror-046,bianque-mirror,45,45 寸口和脈口不是一回事：三寸、九野與二十七候,"45 Cun Mouth and Pulse Mouth Are Not the Same Thing: Three Cun, Nine Fields, and Twenty-Seven Hou",src/content/docs/Mirror_Classic _of_Bian_Que/46-寸口和脈口不是一回事-三寸九野與二十七候.md,src/content/docs/Mirror_Classic _of_Bian_Que/寸口和脈口不是一回事-三寸九野與二十七候.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/46-寸口和脈口不是一回事-三寸九野與二十七候_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/寸口和脈口不是一回事-三寸九野與二十七候_英文.md,/mirror_classic-_of_bian_que/46-寸口和脈口不是一回事-三寸九野與二十七候/,/en/mirror_classic-_of_bian_que/46-寸口和脈口不是一回事-三寸九野與二十七候/
bianque-mirror-045,bianque-mirror,46,46 氣口為什麼要量三寸？寸、關、尺是三種來源的氣,"46 Why Measure Three Cun at the Qi Mouth? Cun, Guan, and Chi Represent Three Sources of Qi",src/content/docs/Mirror_Classic _of_Bian_Que/45-氣口為什麼要量三寸-寸關尺是三種來源的氣.md,src/content/docs/Mirror_Classic _of_Bian_Que/氣口為什麼要量三寸-寸關尺是三種來源的氣.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/45-氣口為什麼要量三寸-寸關尺是三種來源的氣_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/氣口為什麼要量三寸-寸關尺是三種來源的氣_英文.md,/mirror_classic-_of_bian_que/45-氣口為什麼要量三寸-寸關尺是三種來源的氣/,/en/mirror_classic-_of_bian_que/45-氣口為什麼要量三寸-寸關尺是三種來源的氣/
bianque-mirror-047,bianque-mirror,47,47 脈不是一條線：波湧、隴起與三分六分九分,"47 The Pulse Is Not a Line: Surging, Ridge-Rising, and Three, Six, Nine Fen",src/content/docs/Mirror_Classic _of_Bian_Que/47-脈不是一條線-波湧隴起與三六九分.md,src/content/docs/Mirror_Classic _of_Bian_Que/脈不是一條線-波湧隴起與三六九分.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/47-脈不是一條線-波湧隴起與三六九分_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/脈不是一條線-波湧隴起與三六九分_英文.md,/mirror_classic-_of_bian_que/47-脈不是一條線-波湧隴起與三六九分/,/en/mirror_classic-_of_bian_que/47-脈不是一條線-波湧隴起與三六九分/
bianque-mirror-048,bianque-mirror,48,48 黃鐘六十分與蕤賓五十三分：怎樣從正常脈律發現偏移？,48 Huangzhong at Sixty Fen and Ruibin at Fifty-Three: How Does the Mirror Classic Detect Deviation from Pulse-Law Baselines?,src/content/docs/Mirror_Classic _of_Bian_Que/48-黃鐘六十分與蕤賓五十三分-怎樣從正常脈律發現偏移.md,src/content/docs/Mirror_Classic _of_Bian_Que/黃鐘六十分與蕤賓五十三分-怎樣從正常脈律發現偏移.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/48-黃鐘六十分與蕤賓五十三分-怎樣從正常脈律發現偏移_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/黃鐘六十分與蕤賓五十三分-怎樣從正常脈律發現偏移_英文.md,/mirror_classic-_of_bian_que/48-黃鐘六十分與蕤賓五十三分-怎樣從正常脈律發現偏移/,/en/mirror_classic-_of_bian_que/48-黃鐘六十分與蕤賓五十三分-怎樣從正常脈律發現偏移/
bianque-mirror-049,bianque-mirror,49,49 什麼叫「揆度」？《鏡經》真正的診斷算法從這裡開始,49 What Is “Kuidu”? The Mirror Classic’s Diagnostic Algorithm Begins Here,src/content/docs/Mirror_Classic _of_Bian_Que/49-什麼叫揆度-鏡經真正的診斷算法從這裡開始.md,src/content/docs/Mirror_Classic _of_Bian_Que/什麼叫揆度-鏡經真正的診斷算法從這裡開始.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/49-什麼叫揆度-鏡經真正的診斷算法從這裡開始_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/什麼叫揆度-鏡經真正的診斷算法從這裡開始_英文.md,/mirror_classic-_of_bian_que/49-什麼叫揆度-鏡經真正的診斷算法從這裡開始/,/en/mirror_classic-_of_bian_que/49-什麼叫揆度-鏡經真正的診斷算法從這裡開始/
bianque-mirror-050,bianque-mirror,50,50 當位與應位：疾病不是只問「在哪裡」，而是氣在哪裡失去關係,"50 Proper Position and Response Position: Disease Is Not Only “Where,” but Where Qi Loses Its Relation",src/content/docs/Mirror_Classic _of_Bian_Que/50-當位與應位-疾病是氣在哪裡失去關係.md,src/content/docs/Mirror_Classic _of_Bian_Que/當位與應位-疾病是氣在哪裡失去關係.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/50-當位與應位-疾病是氣在哪裡失去關係_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/當位與應位-疾病是氣在哪裡失去關係_英文.md,/mirror_classic-_of_bian_que/50-當位與應位-疾病是氣在哪裡失去關係/,/en/mirror_classic-_of_bian_que/50-當位與應位-疾病是氣在哪裡失去關係/
bianque-mirror-051,bianque-mirror,51,51 五臟「穿鑿」：為什麼心可以與膽、胃、三焦、膀胱、大腸相通？,"51 “Tunneling” Among the Five Zang: Why Can the Heart Communicate with the Gallbladder, Stomach, Sanjiao, Bladder, and Large Intestine?",src/content/docs/Mirror_Classic _of_Bian_Que/51-五臟穿鑿-為什麼心可與多個腑相通.md,src/content/docs/Mirror_Classic _of_Bian_Que/五臟穿鑿-為什麼心可與多個腑相通.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/51-五臟穿鑿-為什麼心可與多個腑相通_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/五臟穿鑿-為什麼心可與多個腑相通_英文.md,/mirror_classic-_of_bian_que/51-五臟穿鑿-為什麼心可與多個腑相通/,/en/mirror_classic-_of_bian_que/51-五臟穿鑿-為什麼心可與多個腑相通/
bianque-mirror-052,bianque-mirror,52,52 六經的深淺真的有數字：六分、五分、四分……,"52 The Depths of the Six Channels Really Have Numbers: Six Fen, Five Fen, Four Fen…",src/content/docs/Mirror_Classic _of_Bian_Que/52-六經的深淺真的有數字-六分五分四分.md,src/content/docs/Mirror_Classic _of_Bian_Que/六經的深淺真的有數字-六分五分四分.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/52-六經的深淺真的有數字-六分五分四分_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/六經的深淺真的有數字-六分五分四分_英文.md,/mirror_classic-_of_bian_que/52-六經的深淺真的有數字-六分五分四分/,/en/mirror_classic-_of_bian_que/52-六經的深淺真的有數字-六分五分四分/
bianque-mirror-053,bianque-mirror,53,53 十二律的長度如何計算？音分度 × 舍分度,53 How Are the Lengths of the Twelve Lü Calculated? Tonal Division × She Division,src/content/docs/Mirror_Classic _of_Bian_Que/53-十二律的長度如何計算-音分度乘舍分度.md,src/content/docs/Mirror_Classic _of_Bian_Que/十二律的長度如何計算-音分度乘舍分度.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/53-十二律的長度如何計算-音分度乘舍分度_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/十二律的長度如何計算-音分度乘舍分度_英文.md,/mirror_classic-_of_bian_que/53-十二律的長度如何計算-音分度乘舍分度/,/en/mirror_classic-_of_bian_que/53-十二律的長度如何計算-音分度乘舍分度/
bianque-mirror-054,bianque-mirror,54,54 三十七條經隧有多長？《鏡經》的人體幾何總圖,54 How Long Are the Thirty-Seven Channel Passages? The Mirror Classic’s Whole-Body Geometric Ledger,src/content/docs/Mirror_Classic _of_Bian_Que/54-三十七條經隧有多長-鏡經的人體幾何總圖.md,src/content/docs/Mirror_Classic _of_Bian_Que/三十七條經隧有多長-鏡經的人體幾何總圖.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/54-三十七條經隧有多長-鏡經的人體幾何總圖_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/三十七條經隧有多長-鏡經的人體幾何總圖_英文.md,/mirror_classic-_of_bian_que/54-三十七條經隧有多長-鏡經的人體幾何總圖/,/en/mirror_classic-_of_bian_que/54-三十七條經隧有多長-鏡經的人體幾何總圖/
bianque-mirror-055,bianque-mirror,55,55 少陰之人：為什麼四動也可以是正常？,55 The Shaoyin-Type Person: Why Can Four Pulse Movements Still Be Normal?,src/content/docs/Mirror_Classic _of_Bian_Que/55-少陰之人-為什麼四動也可以是正常.md,src/content/docs/Mirror_Classic _of_Bian_Que/少陰之人-為什麼四動也可以是正常.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/55-少陰之人-為什麼四動也可以是正常_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/少陰之人-為什麼四動也可以是正常_英文.md,/mirror_classic-_of_bian_que/55-少陰之人-為什麼四動也可以是正常/,/en/mirror_classic-_of_bian_que/55-少陰之人-為什麼四動也可以是正常/
bianque-mirror-056,bianque-mirror,56,56 太陰之人：三出一入與九分之脈,"56 The Taiyin-Type Person: Three Out, One In, and a Nine-Fen Pulse",src/content/docs/Mirror_Classic _of_Bian_Que/56-太陰之人-三出一入與九分之脈.md,src/content/docs/Mirror_Classic _of_Bian_Que/太陰之人-三出一入與九分之脈.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/56-太陰之人-三出一入與九分之脈_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/太陰之人-三出一入與九分之脈_英文.md,/mirror_classic-_of_bian_que/56-太陰之人-三出一入與九分之脈/,/en/mirror_classic-_of_bian_que/56-太陰之人-三出一入與九分之脈/
bianque-mirror-057,bianque-mirror,57,57 厥陰之人：四出一入與三分之脈,"57 The Jueyin-Type Person: Four Out, One In, and a Three-Fen Pulse",src/content/docs/Mirror_Classic _of_Bian_Que/57-厥陰之人-四出一入與三分之脈.md,src/content/docs/Mirror_Classic _of_Bian_Que/厥陰之人-四出一入與三分之脈.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/57-厥陰之人-四出一入與三分之脈_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/厥陰之人-四出一入與三分之脈_英文.md,/mirror_classic-_of_bian_que/57-厥陰之人-四出一入與三分之脈/,/en/mirror_classic-_of_bian_que/57-厥陰之人-四出一入與三分之脈/
bianque-mirror-058,bianque-mirror,58,58 少陽之人：再入一出與徐息,"58 The Shaoyang-Type Person: Two In, One Out, and Slow Breathing",src/content/docs/Mirror_Classic _of_Bian_Que/58-少陽之人-再入一出與徐息.md,src/content/docs/Mirror_Classic _of_Bian_Que/少陽之人-再入一出與徐息.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/58-少陽之人-再入一出與徐息_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/少陽之人-再入一出與徐息_英文.md,/mirror_classic-_of_bian_que/58-少陽之人-再入一出與徐息/,/en/mirror_classic-_of_bian_que/58-少陽之人-再入一出與徐息/
bianque-mirror-059,bianque-mirror,59,59 陽明之人：三入一出與三分湧躍,"59 The Yangming-Type Person: Three In, One Out, and Three-Fen Surging-Leaping",src/content/docs/Mirror_Classic _of_Bian_Que/59-陽明之人-三入一出與三分湧躍.md,src/content/docs/Mirror_Classic _of_Bian_Que/陽明之人-三入一出與三分湧躍.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/59-陽明之人-三入一出與三分湧躍_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/陽明之人-三入一出與三分湧躍_英文.md,/mirror_classic-_of_bian_que/59-陽明之人-三入一出與三分湧躍/,/en/mirror_classic-_of_bian_que/59-陽明之人-三入一出與三分湧躍/
bianque-mirror-060,bianque-mirror,60,60 太陽之人：四入一出——《扁鵲鏡經》最後留下的個體化醫學,"60 The Taiyang-Type Person: Four In, One Out—and the Mirror Classic’s Final Lesson in Individualized Medicine",src/content/docs/Mirror_Classic _of_Bian_Que/60-太陽之人-四入一出與鏡經的個體化醫學.md,src/content/docs/Mirror_Classic _of_Bian_Que/太陽之人-四入一出與鏡經的個體化醫學.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/60-太陽之人-四入一出與鏡經的個體化醫學_英文.md,src/content/docs/en/Mirror_Classic _of_Bian_Que/太陽之人-四入一出與鏡經的個體化醫學_英文.md,/mirror_classic-_of_bian_que/60-太陽之人-四入一出與鏡經的個體化醫學/,/en/mirror_classic-_of_bian_que/60-太陽之人-四入一出與鏡經的個體化醫學/
